active_users,search_count_last_1hr,booking_rate,available_inventory,total_inventory,cancellation_rate,day_of_week,is_weekend,is_holiday,time_to_event,distance_km,local_event_score,avg_competitor_price,user_loyalty_score,dynamic_price
921,864,0.26060054530268595,241,256,0.05051397380770036,1,0,0,98,1665,9.210728280045265,2061,0.09134623462140323,6133.07614388319
1737,255,0.20813506177196378,378,416,0.18828557619972733,3,0,0,67,1482,0.3408311503660577,2949,0.5766249876459498,8000.0
180,958,0.35550708523949687,340,355,0.20344733269435045,2,1,0,32,1454,9.729424035528169,4075,0.5769817023548953,8000.0
1735,93,0.32460286818037626,182,252,0.24062611385302346,4,0,0,36,1547,3.1632582021877753,4335,0.03881143116480901,8000.0
1382,216,0.24765535188985988,16,346,0.2541981525928977,5,0,1,111,1966,3.163455727284176,3209,0.010863440372338218,8000.0
819,160,0.4886814961018467,355,82,0.047599663040134445,2,0,1,5,134,4.460259954736508,2581,0.9961022357167605,4110.5452559302075
393,677,0.5340976654005967,445,264,0.041478228335400665,6,0,1,79,835,6.949583598960435,3861,0.39008463378815483,7567.382180990036
1565,537,0.5985589386307942,233,61,0.1844313039439827,3,0,0,92,1850,1.596017836848187,3915,0.2454555456108264,8000.0
1487,174,0.6812710572501365,313,51,0.22707496517488934,3,0,1,18,1545,2.54984779995758,4495,0.547724797081889,8000.0
855,926,0.19399277257142808,273,412,0.08169792907190475,2,0,0,109,1696,9.615726847890748,2469,0.008337630546980668,7152.908947069245
435,984,0.5041045029180734,382,198,0.15775416167193387,3,0,1,11,409,8.768421435822574,3042,0.012895054695858166,5133.838243349838
1265,154,0.2820381824920642,460,191,0.2316718291835313,5,0,0,74,1858,2.123916847981092,4055,0.11277961255930224,8000.0
1005,46,0.4771865606462646,362,339,0.2302509324721363,0,1,0,4,1935,5.730114352341639,3491,0.802525330245344,8000.0
326,342,0.338427366340962,135,256,0.19614604983412365,1,1,0,20,1073,2.036017505147971,4302,0.24824813930368206,8000.0
1234,412,0.6957034409098728,253,390,0.023636308780009496,4,0,0,5,1973,5.500612576007611,4367,0.5034570326276337,8000.0
509,423,0.5129424736956174,452,241,0.015193158082717194,3,1,0,63,360,3.657732950128433,3751,0.2236210255188983,5895.594810547073
1387,54,0.6672189972996838,472,456,0.11653359301482419,4,0,1,54,359,3.6242473988900614,4252,0.5448284064729172,8000.0
71,411,0.5861289891420182,62,390,0.008006227943765687,1,1,0,65,1997,6.350698517641826,3661,0.5088054784762119,8000.0
302,215,0.633001697702726,8,355,0.2712432995564257,5,1,0,77,1178,2.5184084816705097,2552,0.4007244317971286,8000.0
797,71,0.5719492460781257,240,447,0.006043399426417261,2,1,1,110,1072,4.04259605194918,3908,0.43319797388991743,8000.0
906,429,0.3268197999593788,177,301,0.008883858642594467,6,1,0,86,1497,9.252588494034136,3202,0.6533781606339345,8000.0
1634,877,0.18373403280935022,326,253,0.04959821351143808,5,1,1,112,826,7.553647993250375,3542,0.8421539212299606,8000.0
524,477,0.26552092106086034,375,411,0.1881045394756681,1,0,1,13,725,3.8328344328237183,4556,0.31940905988572654,8000.0
1132,829,0.02396300052156581,40,95,0.16246624217590683,4,0,0,79,697,2.302618656216632,4227,0.532145489513659,8000.0
560,28,0.37155528555062034,283,423,0.19784614096660533,0,0,1,73,1263,6.590116303008936,2071,0.8541754171075926,5057.173147610684
1755,374,0.358489882186582,241,310,0.2680665423324004,2,0,0,3,301,8.076896856124819,2730,0.16792553357847917,6656.310436131502
1549,309,0.37242282073303684,279,115,0.13648369524350965,3,0,0,2,1287,8.607646812891325,2746,0.979557240452466,8000.0
749,16,0.6820815452307241,300,199,0.013162792764149523,0,0,0,12,1546,5.642812798695664,3282,0.7506290073151037,8000.0
1025,770,0.6389032623838391,332,119,0.22904898756343733,1,1,1,88,1195,5.16799857011912,2144,0.36611321571058075,5658.090352233022
1856,437,0.1215818170477745,404,413,0.24358933883213105,4,0,0,82,866,7.196424013330508,3796,0.37517905626355463,8000.0
239,126,0.2645289398735635,62,51,0.014966507965969744,4,0,1,56,1399,1.7576683370575252,3518,0.20534800026379474,8000.0
1007,589,0.3025297638296507,367,78,0.07285478809124216,4,1,0,58,267,8.521389353538883,3394,0.267915320804639,5919.889721555758
736,516,0.2587677133176369,22,305,0.23117903979952018,1,1,0,100,219,0.7392350448948981,3159,0.5870351049483341,8000.0
1007,555,0.5609622148867,40,110,0.11284657156389355,2,1,0,89,1331,6.030169007129475,3963,0.0037381057194476597,8000.0
612,715,0.371585992208635,412,149,0.14179541953932567,3,1,0,52,720,5.896935140789578,2921,0.023159954645914693,5617.670321879859
1949,334,0.40474887371042123,133,433,0.24695272274346464,0,0,1,15,125,3.107023151888315,2083,0.9864767915594423,7096.218076397443
1640,64,0.5985793557016685,5,193,0.02838586152274275,1,0,0,1,1860,0.35462857364521816,2281,0.2355299921406102,8000.0
1317,787,0.5660904258565974,68,241,0.20318529733959131,4,1,0,72,1706,7.178548722322042,4105,0.8295650326756697,8000.0
881,51,0.10122595074600677,66,402,0.06449531602529975,3,0,0,113,406,0.2417412315198486,4421,0.6124011123704758,8000.0
1578,306,0.5026010630177076,370,402,0.018795429322954946,4,0,0,101,1313,1.7961168058899024,4031,0.44598024672793435,8000.0
1204,982,0.3104509289424045,424,319,0.1987493536773184,1,0,0,71,406,5.442368279638038,2441,0.7321804583237232,4387.353449803577
1558,240,0.2133077431131253,335,348,0.03642367589193669,4,1,0,99,1650,9.39983031860934,4840,0.05002135767838334,8000.0
1892,462,0.044512986422508574,150,476,0.224102177640755,1,1,1,102,1005,0.6593350871899673,2607,0.7560785399507424,8000.0
696,899,0.34620219663836116,276,375,0.06081161737656517,6,1,1,45,367,5.787869362884478,2735,0.8569900254481961,5042.135687840099
70,403,0.25525130969992665,21,360,0.014553606107355621,4,0,1,16,1773,3.2889303484252776,4053,0.28022877924990575,8000.0
890,531,0.18354399737671656,284,253,0.029789239497745677,1,1,0,17,1171,6.694179714517258,3537,0.3016159353356924,8000.0
216,367,0.4893234934219007,102,294,0.252381074623772,4,1,0,102,833,9.529088157741317,3558,0.10301623376182434,7607.1475205821835
1347,996,0.5409449172477551,456,80,0.11129046490208226,3,1,0,30,154,2.685903156557108,2604,0.8558939006715112,4338.159992275017
437,453,0.17890476813030312,231,381,0.09067999241022535,3,0,1,37,696,9.559269850484764,4566,0.8079095455002503,8000.0
650,137,0.044118731308749604,467,473,0.14735964591375797,4,1,1,18,894,8.70626300917259,2445,0.425211867950117,5137.803942343571
365,700,0.5956393633900121,390,460,0.1898797706550253,4,1,0,100,245,6.070559158320884,4077,0.3777188891930626,6013.9616155704125
63,414,0.016872221430969288,247,101,0.011130673593929108,1,0,1,76,1816,7.582366720884796,4639,0.4275266414197645,8000.0
291,401,0.6566076208058157,483,433,0.26945655403515945,1,0,1,92,1040,8.648880043346862,3280,0.42034613929192466,6930.734546166439
826,202,0.44305771304806707,205,292,0.2875444094461191,1,0,0,112,763,8.034686319581397,2405,0.42961666107110086,5528.3956018891795
1419,613,0.232074178288911,398,312,0.12519204484646076,2,0,0,11,957,3.2670768564367156,4012,0.14574305246346042,8000.0
614,890,0.18006975760794797,441,223,0.12378867075463701,4,0,1,60,1043,8.126040768415994,4290,0.013477023387119202,8000.0
947,752,0.01621390834248792,477,149,0.26356797637934143,5,1,1,59,653,3.135188412201982,4603,0.7624332090840041,8000.0
1413,87,0.17247527773750523,183,466,0.12879353944123426,4,1,0,107,1974,8.670792923398965,4056,0.3437497841009536,8000.0
141,94,0.10503252804682735,457,441,0.25685698044343896,4,1,1,119,1421,2.5546605064032493,3573,0.4908888973863341,8000.0
1440,39,0.4323946922989705,274,438,0.008501083346816417,4,0,1,70,96,5.722608594657457,4069,0.3074369572622906,8000.0
1005,734,0.1249164561297229,238,110,0.14689518263038948,1,0,0,26,1596,6.929236445416613,2680,0.38163978682924893,7917.497830190517
1528,58,0.3747545879002673,116,409,0.2857287134317084,6,0,0,80,1235,4.257912305822382,2257,0.07486326343911642,8000.0
1501,786,0.41718033141768485,490,237,0.07584139761920178,6,0,1,38,1536,7.829724953325222,2128,0.3702869270564697,6050.900316892701
558,154,0.215648771859371,492,457,0.07984644613572943,6,0,1,9,612,9.253559050231447,3033,0.4631156203311414,5481.566384484341
825,78,0.034194814822915906,70,56,0.18903689661378822,6,1,0,82,566,1.8625309406668733,2177,0.8328410490899381,7062.539183407225
84,67,0.035705177623795305,342,238,0.2778572649962901,1,1,0,97,353,0.33442651670118617,2747,0.3222053720304313,3789.828376444482
255,706,0.028179659213803145,353,132,0.059622672386892936,2,1,0,114,1030,6.265164169237312,4733,0.08854420351145365,8000.0
1154,583,0.5199960203242169,441,400,0.2764953077552341,6,0,1,83,848,6.021868625845238,4963,0.7591939074211825,8000.0
1635,488,0.22942669632186571,249,469,0.19890112323446418,1,1,1,73,473,3.4130445368326088,2627,0.37563551500982484,6644.8263607139725
1945,829,0.5594471283176878,249,332,0.2979141942783162,5,0,0,46,440,7.854629766263735,2715,0.9153634638804279,7069.263587900183
1461,454,0.3078956484515659,472,173,0.22093765393578924,4,0,1,44,916,8.26142548700175,2187,0.9590358405586364,5101.645432451234
1075,305,0.32256868957267504,452,206,0.20034016221519169,4,1,1,42,1158,3.3198568031595,4838,0.8718523224925566,8000.0
1071,687,0.3638889957316059,76,136,0.24447095158798987,6,0,0,73,345,6.822724995992991,2829,0.2266459854656815,8000.0
1463,180,0.5019917048988216,361,197,0.052542095787087746,0,1,1,108,1471,6.420250716499077,3155,0.2538100722846569,8000.0
615,584,0.19871697742249786,53,119,0.2837956839100049,1,0,1,69,531,3.4264417475720754,3756,0.794122278619136,8000.0
1179,156,0.09389527117813355,350,419,0.049678652632818766,0,0,1,23,1851,9.69148256559247,3178,0.44610980517538557,8000.0
1845,493,0.3936795612821084,194,125,0.007701110968936264,4,1,1,115,899,3.464022512680025,4012,0.29780164870968673,8000.0
1895,315,0.2356145600374901,297,163,0.20935705235932264,1,0,0,106,514,6.202840233040518,4360,0.2939078048492566,8000.0
1550,682,0.3153190064309458,181,52,0.05537862783865009,6,1,1,34,1303,3.801264126433137,4369,0.5774659848906142,8000.0
752,662,0.4563932287527407,456,283,0.2276259538895654,4,1,0,102,1890,0.11833027704200139,2042,0.8950301857025135,5800.422240992294
451,855,0.3509467613874767,165,216,0.23851169339471323,0,1,1,22,194,0.916384947670561,4030,0.6189268585269542,6972.352675230445
779,618,0.43799238379958155,154,148,0.07100977219661794,6,1,1,69,1961,2.323163318619322,4785,0.6202799870305876,8000.0
1629,455,0.3854980014584032,74,173,0.0260160991725634,0,1,0,65,1799,8.121681867134422,2523,0.7469431078264572,8000.0
211,230,0.5204594966359084,37,94,0.15024628988363994,3,1,1,26,1034,4.420648515259414,2090,0.7603003293324049,5962.040459165805
251,564,0.49709626622101777,288,431,0.26706555317048725,6,1,1,82,257,5.886236642753964,2437,0.9094502657276019,3734.196128950936
1045,954,0.37859102534794725,348,373,0.25418733030881374,3,1,1,55,495,9.43856572602534,4922,0.16211220653805292,8000.0
319,813,0.4784430843931977,264,336,0.03512473695008065,1,1,1,90,463,1.470237116975518,3609,0.984632861239969,6169.504961084133
1936,387,0.6127561255681028,326,155,0.28943497935555856,1,0,1,15,872,8.618193696255505,4338,0.32883108393214977,8000.0
865,629,0.30826718857383634,81,343,0.07918475861621041,6,0,1,66,1875,3.7923600796297077,4996,0.28156779834213475,8000.0
1344,275,0.2948065201966676,114,183,0.10481735310691216,1,0,1,53,1309,3.374800023629234,2287,0.5097868703844243,8000.0
505,104,0.5373294783881423,309,57,0.0447150729216394,1,1,0,79,594,6.255282909356904,2211,0.26436016797905904,4090.613439991092
1535,271,0.41196214755897587,388,77,0.1133408896627938,1,0,0,11,1718,8.986385505538822,2218,0.2329117204189699,6785.845643324803
1800,834,0.0589946783535861,143,320,0.19069233189590398,1,0,0,58,1177,3.48535912423897,2345,0.9668067382820811,8000.0
1325,906,0.6255572908268461,39,272,0.1518234780353505,5,0,1,109,1115,7.614082411877005,3034,0.10399421704706568,8000.0
1066,80,0.031240340543971692,427,57,0.2482618455188355,1,1,0,84,1204,0.19242084525597947,3052,0.9899429652000079,7247.814957327485
1775,963,0.5263934857847227,398,359,0.19239024337704655,0,0,1,111,752,6.23101612367986,3659,0.6224779832802135,8000.0
345,228,0.5335679584659758,239,183,0.07906334143479128,0,1,1,42,1854,6.305586694939103,2619,0.9585796516674835,7572.134220096257
1798,542,0.667646648844532,334,78,0.1672314094850498,0,0,0,81,805,5.56060520273184,2659,0.8974009377576123,6717.435348946844
769,101,0.04735274179760132,204,164,0.01925733776646289,5,1,1,69,441,9.378226242614252,4090,0.6483992387744905,8000.0
1822,136,0.42183123394129873,329,83,0.17423716822333832,4,1,0,33,110,9.385912799711235,2581,0.5898381717056816,5289.120432282434
387,89,0.3052099937326665,155,56,0.11689914886214055,6,0,0,115,719,3.420608768072934,4183,0.992631700929034,8000.0
928,833,0.23813673885308398,38,89,0.029519547616748285,6,1,0,44,867,4.563642523156438,3196,0.5152123611865166,8000.0
1126,247,0.07231980660636039,128,379,0.0922391858972345,2,1,0,89,1142,7.923755503786389,4414,0.1787587165014416,8000.0
841,992,0.3982313425732033,371,446,0.26942609778029547,4,0,1,7,343,8.43911400868263,3857,0.9929437180099887,6833.503215575858
1995,381,0.3405381007154834,36,111,0.17581138422905673,1,0,0,98,1516,4.179688048369084,4742,0.32352301953464613,8000.0
266,925,0.08214257612420674,276,135,0.27097945468291534,2,1,0,117,144,3.4902659294331437,3626,0.0874142610792723,4883.072235605493
813,495,0.43261775989698753,328,262,0.12324119609237026,0,1,1,79,809,8.206165297611285,4003,0.7168932173917815,8000.0
237,703,0.5191876529745275,314,165,0.2936725798170264,0,0,0,52,307,3.7686948839532217,4013,0.4460492316358978,5748.254616527762
429,34,0.5394220277270173,128,114,0.10800571604945712,3,1,1,13,1642,4.0523219260262415,2860,0.38802400586870966,8000.0
542,165,0.6347074999010749,416,346,0.2270413845436528,1,0,0,32,1336,1.3553043110555074,4241,0.6316080467190073,8000.0
1114,526,0.29253481190325625,372,428,0.09162092504401705,1,1,0,39,257,5.429491375419353,3550,0.05285216176417118,6267.474219401685
1230,641,0.6676202103492744,496,219,0.031797164534987606,3,1,1,78,443,3.2644806545161598,4848,0.6982219996272327,8000.0
64,798,0.6071462895070533,320,165,0.24991697902068613,4,0,0,63,590,5.906067294228793,4826,0.5034481958121918,7678.679537336462
1886,539,0.21458608400651794,82,371,0.2287744580610479,3,0,0,20,783,4.482090674641564,3879,0.4902416259308079,8000.0
114,952,0.11990529577112634,80,165,0.246188710145491,5,1,1,16,1029,7.481364627635777,2168,0.9000338888137707,4780.221542803433
1930,719,0.3104186833283292,64,270,0.0899083595056836,1,1,0,30,539,2.777728722071735,2900,0.8312108042005888,8000.0
1912,66,0.28731010848961697,89,444,0.2110984876802911,5,0,0,105,1235,1.719995588072769,2899,0.5315863681349102,8000.0
570,614,0.40724632067853095,372,406,0.06597685432456948,5,1,1,19,505,7.029597607744121,4468,0.5783410208308972,8000.0
1417,28,0.4125365003061461,84,99,0.003393460878445387,5,0,0,86,147,3.8412720288018285,4548,0.8069636252624225,8000.0
1202,393,0.5274910192221829,378,376,0.2599466326907004,0,0,1,101,222,5.636035750358989,3036,0.4112866644552211,5513.054178533077
697,874,0.361824064261871,176,468,0.1570576461167979,3,0,1,74,688,9.41068735901135,2148,0.6712345752458735,4926.143697589771
1545,202,0.08232762224912822,262,385,0.2950960012446265,2,0,0,72,1578,4.840936949781862,4314,0.540775810623214,8000.0
1136,246,0.6022210215316431,283,128,0.11551070847112403,0,0,1,93,1685,1.5239212924667667,2013,0.49962844456665034,6215.5244398449395
1212,396,0.22373756239777906,225,69,0.28706190209684107,4,0,0,78,632,4.267035131904672,4028,0.9847208470281847,8000.0
1572,435,0.6801952476115485,50,461,0.18451717904176781,0,1,1,75,747,4.785309758322949,3273,0.01750778115012508,8000.0
642,286,0.09132347498904139,495,428,0.153661521551059,4,0,0,30,1407,7.659784108779331,2419,0.4146250924182273,5722.518534502603
441,236,0.6711933088404272,77,86,0.0908428809539242,0,1,0,97,645,1.951882554966371,3420,0.9301779227529036,8000.0
1748,754,0.0727981467489367,58,308,0.24758290238182223,1,1,1,106,1302,3.46901767343339,2580,0.9281481874991516,8000.0
468,561,0.16941493518347103,331,142,0.24863842391133695,6,0,1,34,850,0.5002831956435227,3300,0.7477142664314534,6546.362884673242
338,332,0.0421401600397137,225,236,0.1250788596610534,5,0,0,39,912,7.019779314082053,4239,0.5919063250279563,8000.0
428,162,0.49652807118090647,496,406,0.2181879425831935,6,1,0,49,1323,7.439323438996529,4998,0.6908458775558413,8000.0
1846,648,0.5967061282345363,385,250,0.1341713807334816,4,1,0,101,1682,4.571913688027571,2858,0.25292606233266135,8000.0
1563,246,0.30950904645302646,341,460,0.2218977883400029,4,0,0,106,1419,5.382686586643258,3472,0.48839544942888125,8000.0
280,64,0.6506802317792765,13,337,0.2982570470155875,3,1,1,101,779,7.4981383823172765,2434,0.5360609623979753,8000.0
1067,989,0.4173063595113637,330,97,0.07874889412923348,0,1,1,5,431,2.6830143047393706,2196,0.06372141249583407,4462.651731607405
90,445,0.444704923458101,176,302,0.1902157371539193,4,0,0,105,996,6.069652858904116,2331,0.8662202822569182,4504.325373752668
1101,693,0.5933392491735312,88,95,0.113963389531969,4,0,0,43,1265,9.639193476849504,4072,0.4566879779635624,8000.0
184,118,0.21479214148576883,334,419,0.16451146909455097,0,1,0,47,215,6.579678184122032,4840,0.8989017311739174,6495.800394977852
250,875,0.25444334771606175,333,280,0.2622441840889987,0,1,1,59,1025,0.7811013672136391,4187,0.38996004306903265,8000.0
1913,990,0.6351068242443045,16,144,0.10427276083339644,2,0,0,69,61,2.902600693962393,2605,0.40886711866193026,8000.0
829,193,0.631664812266747,485,352,0.02171649064237091,3,0,0,17,1264,5.19126605763323,3327,0.24421614349777965,7836.754837364239
979,960,0.6837731155786009,36,267,0.23968115557288772,4,0,1,19,498,0.726707666846258,4010,0.6443227319629723,8000.0
1106,377,0.632268438344753,422,89,0.16650745656097038,0,1,0,46,237,6.765698118812816,3360,0.5484974276960477,5788.78280588314
1121,992,0.09788670486301901,343,436,0.13482028414262007,4,1,0,117,1349,6.542121992729171,2842,0.9129689673256914,7504.888790395641
552,207,0.5783697574345212,293,252,0.054999914068778265,2,0,1,56,1578,8.763236906269642,2840,0.4292370052696137,7717.169160963457
456,380,0.29278854989561987,324,165,0.027855819511375356,2,1,0,26,291,4.9999278815421,2657,0.6480748636847821,4073.6972062843734
1647,382,0.6936529356026971,308,462,0.08362066788736609,4,1,0,66,1395,6.921385497664847,3536,0.7075632863771145,8000.0
1801,982,0.3358738653868727,276,140,0.2156712790042656,3,1,1,14,579,1.8201820865306007,2581,0.31985573018318125,6759.674137231914
854,506,0.3921468969265322,182,107,0.12353127859204908,1,0,0,52,507,0.028696926893532204,3668,0.8808260997332462,7800.3568706279975
148,608,0.375544691527191,118,483,0.1710682762156864,6,1,1,92,1448,1.7225399436025612,2514,0.3808512092698323,6333.582891792384
733,210,0.23199855060221167,411,59,0.02461366609889425,4,0,1,4,1576,0.6221459830701659,2601,0.6373593006524112,6856.468584800726
1945,858,0.06176524133611354,30,305,0.03697291305882598,2,1,1,3,823,4.277180248592836,4916,0.6158404761512897,8000.0
775,518,0.6279993489773238,241,366,0.003391749268076816,3,0,0,79,115,4.683033372636122,3767,0.42140787734941587,6205.621520501966
1620,331,0.5638463106431378,314,298,0.20198533516471953,5,0,1,22,1537,6.444726975097003,3477,0.1833403885283309,8000.0
1010,284,0.10627347858617178,176,416,0.07933635674652602,0,0,1,112,1142,1.4077186642191064,3866,0.592497794151561,8000.0
1812,220,0.5459701072315503,237,426,0.2900779757499486,6,1,0,106,688,2.147160974961891,3319,0.37553450662720156,8000.0
662,513,0.44183419957492087,41,366,0.09253674309815864,5,0,0,50,1198,7.983261625576152,2101,0.37909175432728914,8000.0
1535,912,0.2923092136631594,269,456,0.10908541165980336,3,1,0,64,1175,5.765224947791881,3615,0.49292162817310714,8000.0
692,127,0.18527459287593828,482,55,0.1408469494343129,3,1,1,83,1799,0.29363593684488487,4771,0.6772408498588015,8000.0
1842,712,0.6032128606165403,17,380,0.09574222463765787,6,1,0,98,1451,8.484046723239205,4131,0.7296193243705553,8000.0
1078,563,0.49312989891289655,320,237,0.2452329665631487,6,1,0,10,1223,6.298055982244036,4521,0.4270723314370106,8000.0
1291,51,0.38794053753370444,110,284,0.26286204299939475,4,1,1,56,560,1.8663910643648551,4361,0.1198805265554923,8000.0
552,324,0.4306022883899402,130,420,0.0033108237624928536,3,0,1,98,1479,2.5206574125692183,4274,0.7917144468121172,8000.0
816,797,0.07283566563670486,340,460,0.1963984885684148,0,0,1,16,1650,5.535474138252426,4303,0.6694137695004602,8000.0
447,338,0.3370046350287224,498,232,0.20582648396969463,6,1,0,37,1069,5.608011815260024,2236,0.800692716740985,4673.712649476158
920,26,0.14365320202213439,388,336,0.28842746297942434,5,0,1,100,1301,8.05188663940378,2489,0.315888120255015,6312.391146004243
844,292,0.1537847385160895,134,172,0.11111975918039603,4,1,0,113,1662,3.585826381733387,4712,0.9091196381433753,8000.0
442,952,0.466299733977938,483,207,0.05858399050430763,2,0,1,109,1469,5.493031465525254,3309,0.2627308114849257,8000.0
256,267,0.6387667447656588,320,372,0.15617432086265515,6,1,0,55,752,5.825379784982245,3703,0.2897636954363858,6906.581059821942
1088,584,0.2885920612300591,260,62,0.134266705373517,0,0,1,22,1726,5.586764177266628,2536,0.5363761061338568,7957.588263171087
1931,583,0.15334699837841134,445,364,0.23751943968121728,4,1,1,32,676,0.7290584537773248,2009,0.997342378987427,4669.328764388467
1627,621,0.4576353866932914,119,103,0.2711926323706621,6,1,0,44,1581,4.112528744338819,2364,0.20215264013020495,8000.0
941,28,0.6111190619817192,303,409,0.02601240829092898,4,0,1,81,1708,3.388841212892876,3336,0.8385040354976561,8000.0
1534,538,0.5263399727745186,407,326,0.2539738435946726,6,1,1,73,289,9.927777182392672,2674,0.0023524359302788955,5458.7649465814675
1764,846,0.6094424890702451,128,92,0.2726912634664475,1,0,1,52,495,4.656885634876435,4330,0.2375216027427115,8000.0
1648,432,0.3802227229974515,260,316,0.2772407634793072,0,0,1,33,108,4.352278756905461,4299,0.3461417144055958,8000.0
913,475,0.5287946086147417,143,158,0.22929295765536145,3,0,1,97,1964,4.836875664225595,3597,0.6486076032164143,8000.0
792,382,0.10664454595766615,210,372,0.22262476827122338,0,0,0,2,1980,9.192825819693626,4767,0.11375841881696758,8000.0
1314,767,0.2503094846006021,51,215,0.004469032500726877,6,1,1,14,1699,6.114538546344244,2412,0.1287004172073144,8000.0
613,772,0.2787889234922505,221,400,0.2760574867469485,0,1,1,101,643,3.8914338748805264,2354,0.14635718269341302,4981.812105734332
1070,976,0.36279406490976385,323,457,0.10545156414263299,1,1,1,61,775,9.125773965506847,4196,0.6625541768999021,8000.0
145,90,0.6510626885772083,395,155,0.012336568985217688,6,1,1,97,1842,9.298429415670627,2168,0.11464181425915332,6001.719148701707
1973,560,0.6132646265533002,467,100,0.12389379303195536,3,1,0,65,373,2.643127338652622,4462,0.39822516504158856,8000.0
1807,557,0.10282258967953732,354,253,0.2198557899811648,5,0,0,111,58,3.9339609215398372,2146,0.15667653715926944,3963.7876286927567
534,433,0.1292248597988996,127,494,0.13258656048752887,1,0,0,86,1588,9.664586700483476,3515,0.3820706464895627,8000.0
1480,438,0.2567719792163488,35,351,0.2274033268416497,1,1,0,30,505,5.410486888622195,2293,0.7140438531823456,8000.0
280,397,0.210613267464565,476,92,0.15282282807337075,1,1,0,27,826,4.317450776906498,2927,0.277723524302914,5398.499555595227
798,930,0.434191957677821,59,332,0.08982814443808561,6,0,0,64,1411,1.954045352755338,3027,0.6176462329756902,8000.0
1728,718,0.6329154729575359,157,134,0.06087370324605979,0,1,1,33,1398,3.844388397446181,4125,0.24850481049573603,8000.0
1244,679,0.6739811637540848,460,266,0.12633098860610767,5,1,1,53,1863,6.312347247209463,2576,0.7375737108129601,8000.0
590,213,0.46098603724930626,290,207,0.010741035514180552,1,0,1,80,662,0.3870114739047559,2103,0.7770654514255941,4080.2764110802636
1109,205,0.5883298489667498,40,399,0.12676317149952218,2,1,1,10,167,0.8330628677966001,4642,0.3103937386135841,8000.0
574,737,0.37238951815925,310,176,0.020586029029387297,3,0,0,27,502,0.053764050237603556,3071,0.023789690532347585,5281.639959620354
1233,294,0.1537455933334274,402,240,0.2631014123222396,5,0,0,37,456,2.189273345235805,4463,0.12908549310359563,8000.0
1912,978,0.3720350043444994,289,315,0.17264430955425375,3,0,0,2,641,1.829927988660186,4940,0.49095554015334375,8000.0
1772,205,0.3930069949919792,415,436,0.19381288887907788,5,1,0,94,1206,8.50807680962517,4311,0.3820550069516442,8000.0
1316,316,0.522295719307354,377,109,0.0866591971330831,1,1,0,110,1558,1.8523802261180422,4692,0.3455599920009964,8000.0
1159,673,0.16171926289807087,260,332,0.06774632294986369,5,1,0,43,541,6.611810258636206,2711,0.5793030438412358,5927.340928740411
1869,23,0.2641341636398449,182,428,0.21237157475202198,0,1,0,83,600,1.1835913400537623,4224,0.1615008988885982,8000.0
627,846,0.2611789537580507,40,478,0.20146964490654728,5,0,1,19,564,5.935597702689782,3733,0.45668132307060605,8000.0
731,155,0.6720133210614038,258,111,0.0368035369061895,6,1,0,115,587,4.356201517038281,4658,0.20338388719178346,8000.0
